ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,Total_Injection_VOL,BORE_OIL_VOL
24.0,51.19549,65.742,33.728,9647.0,3501.0
24.0,51.21957,65.75,33.653,9625.0,3500.0
24.0,51.24335,65.709,33.616,9651.0,3486.0
24.0,51.78291,65.258,33.131,9636.0,3514.0
24.0,51.93804,65.225,33.094,9650.0,3523.0
24.0,51.98825,65.243,33.088,9662.0,3564.0
24.0,51.45849,65.741,33.64,9665.0,3514.0
24.0,50.76792,66.409,34.362,9641.0,3451.0
24.0,50.73841,66.271,34.212,7690.0,3446.0
24.0,50.70486,66.354,34.525,15366.0,3450.0
24.0,51.28044,66.344,34.969,16103.0,3396.0
22.17,42.46798,73.222,41.633,10616.0,2808.0
24.0,48.35743,70.349,38.761,16514.0,3444.0
24.0,50.79347,67.854,35.992,16427.0,3714.0
24.0,50.82119,68.674,36.808,16298.0,3721.0
24.0,50.32011,69.713,37.868,16312.0,3682.0
24.0,50.37799,70.213,38.294,16340.0,3689.0
24.0,49.25679,70.53,38.644,16337.0,3737.0
24.0,50.29896,71.263,39.37,16346.0,3719.0
24.0,50.1141,72.333,40.388,16337.0,3704.0
24.0,49.9053,73.105,41.106,16200.0,3734.0
24.0,49.93687,73.859,41.859,16207.0,3742.0
24.0,49.84456,74.276,42.241,16201.0,3755.0
24.0,48.86554,75.972,43.995,16207.0,3693.0
24.0,48.76376,76.898,44.941,12533.0,3691.0
10.66,46.0867,77.955,46.043,15848.0,1632.0
0.25,1.2,108.341,106.035,8438.0,12.0
23.84,53.59996,74.195,41.9,9025.0,4407.0
24.0,61.00185,67.183,34.182,9848.0,4663.0
22.91,62.59172,65.517,32.172,9484.0,4361.0
13.93,40.59908,84.073,51.605,2612.0,2424.0
24.0,58.51604,68.389,34.934,9752.0,4367.0
24.0,60.535,66.126,32.548,10168.0,4438.0
24.0,62.17824,64.363,31.193,10098.0,4446.0
24.0,64.98692,61.91,29.006,10634.0,4594.0
24.0,65.27461,61.317,28.428,10187.0,4549.0
24.0,67.52505,59.517,26.568,8783.0,4639.0
24.0,70.02429,57.901,24.899,12058.0,4722.0
24.0,71.52084,57.106,24.056,15896.0,4767.0
24.0,71.69118,56.692,23.642,16268.0,4783.0
24.0,71.74537,56.937,23.896,16495.0,4779.0
24.0,71.98183,57.218,24.177,16391.0,4795.0
24.0,71.9877,57.338,24.279,16441.0,4801.0
24.0,71.8217,57.489,24.408,16342.0,4794.0
24.0,71.83196,57.482,24.389,14640.0,4795.0
24.0,71.87884,57.56,24.49,16238.0,4788.0
24.0,72.3648,57.442,24.347,16244.0,4817.0
24.0,74.91145,56.308,23.126,16002.0,4951.0
13.99,55.68201,58.484,32.522,7893.0,2666.0
21.34,55.11982,71.062,38.682,14163.0,3734.0
24.0,69.23941,59.351,26.287,15788.0,4690.0
2.16,54.45072,64.079,31.412,16028.0,308.0
0.0,50.131294999999994,87.985,87.98,15920.0,0.0
0.0,45.81187,5.057,4.997,8880.0,0.0
0.0,41.492445,2.469,2.393,0.0,0.0
0.0,37.173019999999994,4.56,4.482,0.0,0.0
0.0,32.853595,45.595,40.384,0.0,0.0
11.58,28.53417,94.16,62.899,14124.0,1279.0
14.34,44.43053,83.294,51.083,15043.0,2441.0
24.0,55.28379,69.356,36.818,15227.0,5054.0
24.0,58.10174,70.254,37.288,16329.0,4574.0
24.0,58.10112,69.994,37.012,16571.0,4355.0
24.0,58.09612,69.95,36.972,15974.0,4341.0
24.0,59.31041,69.0,35.953,12889.0,4393.0
24.0,61.33134,67.3,34.145,16000.0,4477.0
24.0,61.83863,66.909,33.739,16000.0,4490.0
24.0,61.99439,66.925,33.738,16113.0,4464.0
24.0,64.33748,65.814,32.458,15689.0,4526.0
24.0,63.02513,66.256,32.814,16000.0,4512.0
24.0,62.37056,66.883,33.464,14566.0,4465.0
24.0,63.07652,66.546,33.11,16000.0,4492.0
24.0,59.24781,70.577,37.123,16006.0,4154.0
24.0,49.25344,80.124,46.506,16157.0,3306.0
24.0,50.39086,79.161,45.372,15801.0,4207.0
24.0,50.40794,79.208,45.404,16000.0,4199.0
24.0,50.39779,79.128,45.338,16000.0,4323.0
24.0,57.02165,72.772,39.193,16000.0,4685.0
24.0,63.73268,66.634,33.124,16000.0,5058.0
10.83,62.92036,66.459,32.898,7071.0,2273.0
0.5,0.6,112.133,97.735,0.0,32.0
0.0,12.631712499999999,111.525,111.525,0.0,0.0
0.0,24.663425,110.944,110.938,0.0,0.0
0.0,36.6951375,109.249,107.871,0.0,0.0
22.01,48.72685,79.622,46.81,6837.0,3566.0
24.0,61.7281,68.169,34.747,14999.0,4883.0
24.0,62.4508,67.754,34.287,15220.0,5038.0
24.0,62.73293,67.222,33.75,15196.0,5033.0
24.0,62.99446,66.958,33.489,14545.0,5073.0
24.0,52.21294,78.11,45.26,12759.0,4327.0
24.0,55.73965,73.675,40.547,15110.0,4616.0
24.0,55.21491,74.309,41.225,14046.0,4545.0
24.0,54.67597,74.84,41.808,12743.0,4421.0
24.0,53.65323,74.04,41.474,12625.0,4441.0
24.0,54.73307,74.761,41.716,12833.0,4426.0
24.0,55.37482,73.958,40.893,12169.0,4454.0
21.75,52.8236,74.783,41.776,9799.0,3766.0
24.0,53.55954,76.004,43.088,10120.0,4258.0
23.17,45.56181,80.854,47.765,10916.0,3551.0
24.0,59.20931,70.013,36.477,12221.0,4729.0
6.49,58.0862,68.112,34.536,3068.0,1377.0
23.5,52.39205,75.752,42.526,7481.0,4119.0
24.0,53.76611,74.75,41.498,12868.0,4335.0
24.0,54.01077,74.612,41.376,12973.0,4339.0
24.0,54.00859,74.64,41.417,13438.0,4333.0
24.0,54.01376,74.605,41.38,13493.0,4324.0
7.99,53.89996,71.569,38.223,12396.0,1587.0
2.68,24.84367,98.919,74.428,11217.0,167.0
24.83,51.15358,77.558,45.036,12638.0,4190.0
24.0,52.15134,77.127,44.676,13613.0,4307.0
24.0,52.2164,76.806,44.352,13906.0,4313.0
24.0,52.58804,76.344,43.857,13726.0,4348.0
23.33,57.14225,73.894,42.867,12687.0,4275.0
24.0,65.98804,66.114,33.037,13752.0,4958.0
24.0,64.18691,67.413,34.41,13557.0,4841.0
24.0,64.25908,67.046,34.01,13770.0,4852.0
24.0,63.9103,67.387,34.336,13847.0,4829.0
24.0,63.82282,67.276,34.234,13883.0,4817.0
15.5,56.6043,72.21,39.479,9594.0,3154.0
24.0,56.64219,73.38,40.713,13720.0,4435.0
24.0,56.44965,73.582,40.931,13563.0,4404.0
24.0,57.26311,72.679,39.968,13702.0,4448.0
24.0,57.66962,72.129,39.418,13705.0,4471.0
23.33,52.67255,75.365,42.786,12282.0,4090.0
24.0,56.10077,73.947,41.266,13582.0,4245.0
24.0,56.532,72.901,40.222,13690.0,4402.0
24.0,56.93514,72.764,40.077,13697.0,4409.0
24.0,56.80531,72.906,40.203,14170.0,4379.0
24.0,57.36473,72.345,39.632,14148.0,4413.0
24.0,58.30999,71.254,38.507,14404.0,4447.0
24.0,60.35525,69.457,36.538,13872.0,4517.0
24.0,64.94339,65.785,32.393,13498.0,4725.0
24.0,67.05462,63.945,30.453,13891.0,4875.0
24.0,66.7075,64.523,31.081,13705.0,4842.0
23.0,58.02438,70.956,37.86,11735.0,4005.0
24.0,66.73044,64.416,30.974,13601.0,4847.0
24.0,67.05327,64.217,30.755,13482.0,4841.0
21.5,60.94299,68.732,35.494,11285.0,3930.0
22.42,61.22139,68.81,35.404,13132.0,4127.0
24.0,67.11438,64.566,30.792,13758.0,4837.0
24.0,67.09705,64.531,30.582,15443.0,4881.0
24.0,66.04835,63.96,29.993,16235.0,4865.0
24.0,67.84285,63.386,29.424,16140.0,4855.0
24.0,70.09954,61.923,28.204,15262.0,5013.0
24.0,69.29445,61.4,27.693,16015.0,5062.0
24.0,70.52171,61.69,27.99,16149.0,5031.0
24.0,70.5235,61.835,28.125,16293.0,5048.0
24.0,70.71423,61.708,27.979,16014.0,5044.0
24.0,72.76745,60.581,26.796,15990.0,5485.0
24.0,69.45896,63.514,29.83,15996.0,5190.0
24.0,69.43213,62.785,29.113,16078.0,5303.0
24.0,72.92619,60.473,26.67,16063.0,5468.0
24.0,73.07949,60.145,26.347,16102.0,5604.0
24.0,72.90647,60.325,26.539,16079.0,5601.0
24.0,71.95349,60.435,26.664,15978.0,5549.0
24.0,70.91464,60.768,27.032,15899.0,5480.0
24.0,70.74211,60.789,27.062,15872.0,5465.0
23.0,68.15052,62.05,28.395,15831.0,5050.0
24.0,69.88956,61.169,27.453,15738.0,5381.0
24.0,70.57019,61.157,27.442,15715.0,5367.0
24.0,69.9416,61.022,27.307,15729.0,5358.0
22.86,68.83235,61.366,27.975,15003.0,5018.0
23.48,40.8418,88.106,55.781,6434.0,2517.0
15.03,73.50332,58.673,25.164,4991.0,3378.0
20.14,69.73197,62.683,29.156,6743.0,4229.0
24.0,76.15446,57.651,24.001,10298.0,5347.0
24.0,77.30219,56.958,23.293,14713.0,5356.0
24.0,73.54937,58.311,24.733,14768.0,5154.0
24.0,72.07573,58.907,25.372,14803.0,5064.0
24.0,72.52885,58.844,25.307,14070.0,5165.0
24.0,72.72959,58.579,25.016,14644.0,5149.0
24.0,72.93774,58.448,24.881,14083.0,5099.0
24.0,73.33445,58.213,24.642,14725.0,5298.0
24.0,73.61723,58.132,24.563,14732.0,5281.0
24.0,73.73479,58.115,24.548,14734.0,5280.0
24.0,73.4234,58.108,24.53,14721.0,5243.0
24.0,73.83465,58.029,24.472,14812.0,5262.0
24.0,74.12605,57.879,24.327,14857.0,5256.0
24.0,74.23099,57.576,24.019,14759.0,5228.0
24.0,74.06503,57.581,24.026,14661.0,5199.0
24.0,74.13604,57.562,24.008,14731.0,5206.0
24.0,74.09392,57.604,24.06,14777.0,5200.0
24.0,72.82486,57.424,23.877,14481.0,5190.0
24.0,72.94007,57.307,23.779,14629.0,5186.0
22.83,60.41023,67.373,34.555,9996.0,4035.0
24.0,71.87259,58.135,24.397,14586.0,5141.0
24.0,74.67883,57.144,23.37,14907.0,5158.0
24.0,75.14006,57.097,23.327,15196.0,5161.0
24.0,75.04702,56.924,23.176,15853.0,5136.0
24.0,75.24943,56.479,22.75,15917.0,5092.0
24.0,75.23974,56.015,22.334,16015.0,5034.0
24.0,75.16455,55.611,21.97,15895.0,4979.0
24.0,75.23368,55.086,21.477,15983.0,4906.0
24.0,75.15432,54.743,21.168,16087.0,4689.0
24.0,75.17542,54.528,20.975,16048.0,4647.0
24.0,75.19635,54.353,20.89,16068.0,4628.0
24.0,75.25085,54.107,20.68,16001.0,4587.0
24.0,75.24938,53.995,20.578,15861.0,4563.0
24.0,74.02601,54.829,20.888,15786.0,4011.0
24.0,75.26627,54.24,20.827,16019.0,4441.0
24.0,75.26082,54.568,21.249,15971.0,4597.0
23.33,64.59806,61.328,28.382,14323.0,3954.0
24.0,72.12867,56.365,23.146,15845.0,4420.0
24.0,81.16175,52.68,19.363,15886.0,4626.0
24.0,83.68664,51.767,18.414,16027.0,4706.0
24.0,85.11596,51.337,17.96,16100.0,4720.0
24.0,85.23858,51.246,17.882,16156.0,4702.0
24.0,84.21978,51.395,18.064,16171.0,4673.0
24.0,81.74401,52.632,19.327,16023.0,4545.0
24.0,77.16578,53.849,20.525,15551.0,4285.0
24.0,72.82127,57.064,23.973,15604.0,4111.0
24.0,74.07477,55.209,22.063,15768.0,4257.0
24.0,74.03822,55.087,21.944,15790.0,4234.0
24.0,73.20918,56.055,22.937,15509.0,4140.0
24.0,76.25191,53.984,20.752,15528.0,4327.0
24.0,76.21528,53.873,20.648,15469.0,4301.0
24.0,75.99397,54.029,20.82,15421.0,4249.0
24.0,74.47339,54.514,21.323,15445.0,4106.0
24.0,69.93827,57.85,24.925,14513.0,3816.0
24.0,66.40357,59.461,26.589,7717.0,3737.0
13.59,64.48433,55.442,25.094,7579.0,2111.0
13.8,70.47561,57.358,24.228,5889.0,2059.0
24.0,70.73496,57.335,24.208,16248.0,4108.0
24.0,70.76733,56.896,23.81,16304.0,4040.0
22.04,63.0327,63.263,30.235,15201.0,3211.0
24.0,71.58594,56.459,23.307,15759.0,4027.0
24.0,70.8372,55.92,22.757,15999.0,3946.0
24.0,72.83685,55.468,22.288,16154.0,4037.0
24.0,72.93807,55.218,22.04,16398.0,3994.0
23.5,65.90551,59.603,26.729,13279.0,3461.0
24.0,72.29625,55.582,22.718,16321.0,3991.0
18.5,69.43099,55.653,23.452,15728.0,3288.0
19.69,59.27711,64.725,32.165,11325.0,2861.0
17.6,67.01692,55.425,23.937,8333.0,3108.0
0.0,60.838184999999996,111.525,110.612,0.0,0.0
23.5,54.65945,69.361,36.807,6470.0,3466.0
24.0,62.79044,62.183,29.295,7446.0,4145.0
24.0,60.89497,62.929,29.756,7494.0,4026.0
20.83,59.83447,63.129,30.036,8316.0,3445.0
13.34,63.66892,61.283,27.803,5093.0,2406.0
24.0,67.704,57.885,24.286,7624.0,4345.0
24.0,67.80204,56.878,23.32,7444.0,4259.0
23.67,61.12472,60.766,27.458,7091.0,3501.0
15.33,60.39289,59.089,25.798,5418.0,2541.0
24.0,64.27129,56.248,22.852,16368.0,3716.0
24.0,70.19005,53.963,20.461,16503.0,3802.0
24.0,73.66667,52.305,18.751,16470.0,3861.0
24.0,70.74774,53.306,19.804,16237.0,3718.0
24.0,76.12645,51.725,18.157,11915.0,3831.0
24.0,79.85003,50.502,16.882,8807.0,3927.0
24.0,79.99953,50.136,16.56,8860.0,3887.0
24.0,80.07827,49.463,15.915,8864.0,3848.0
24.0,80.64186,48.943,15.442,8848.0,3828.0
24.0,80.91718,48.837,15.391,8926.0,3454.0
24.0,81.15679,48.428,14.997,13310.0,3413.0
24.0,81.33351,48.467,15.06,16387.0,3406.0
24.0,82.18329,48.394,14.966,16418.0,3426.0
24.0,86.566,47.862,14.389,16425.0,3525.0
24.0,89.86449,47.402,13.881,16470.0,3588.0
23.0,92.68756,46.91,13.36,15995.0,3511.0
24.0,99.94708,46.562,13.005,16586.0,3740.0
24.0,99.99982,47.02,13.476,16533.0,3474.0
24.0,97.91667,46.915,13.366,16575.0,3485.0
11.17,38.45268,73.169,41.675,4034.0,787.0
24.0,89.77865,48.306,14.951,15829.0,3408.0
23.5,81.0083,52.827,19.452,15482.0,3187.0
24.0,93.8512,47.552,13.987,16650.0,3495.0
24.0,84.92011,48.459,14.938,16639.0,3429.0
24.0,80.19967,49.458,15.976,16601.0,3342.0
24.0,79.23775,49.365,15.867,16656.0,3330.0
24.0,79.25137,49.279,15.773,16695.0,3198.0
24.0,78.54738,49.347,15.855,10950.0,3170.0
24.0,78.11397,49.315,15.856,8580.0,3148.0
24.0,78.24117,49.206,15.781,8781.0,3124.0
24.0,78.33394,48.938,15.52,8878.0,3108.0
24.0,78.93999,48.487,15.073,8223.0,3100.0
24.0,79.73459,48.066,14.667,8662.0,3215.0
24.0,80.91441,47.589,14.203,8584.0,3220.0
24.0,84.00856,46.965,13.589,8625.0,3259.0
23.33,71.78365,51.16,18.053,8397.0,2865.0
24.0,78.62221,47.449,14.119,8179.0,3151.0
24.0,81.94453,46.791,13.469,6028.0,3191.0
24.0,97.48131,45.462,12.119,6769.0,3404.0
24.0,99.89162,44.876,11.559,7972.0,2969.0
24.0,99.92831,44.708,11.421,1476.0,2950.0
24.0,99.96237,44.401,11.136,16353.0,2903.0
24.0,70.81062,53.35,20.405,16798.0,2516.0
24.0,51.24173,58.768,25.225,16803.0,2154.0
24.0,38.1281,66.61,33.402,17438.0,1635.0
24.0,58.72166,53.952,20.462,18020.0,2508.0
24.0,42.22744,66.662,33.242,17631.0,1793.0
24.0,48.90363,61.224,27.919,16868.0,2119.0
24.0,59.81013,54.019,20.446,17217.0,2574.0
24.0,60.17982,53.867,20.254,17513.0,2588.0
24.0,62.11121,53.071,19.426,15614.0,2641.0
24.0,63.22424,52.555,18.87,13876.0,2659.0
15.5,53.51503,57.877,24.619,14589.0,1523.0
24.0,59.62318,54.161,20.616,15123.0,2574.0
24.0,59.21863,54.62,21.089,16097.0,2531.0
24.0,59.25461,54.606,21.243,16226.0,2494.0
24.0,59.21212,54.387,20.995,16270.0,2482.0
24.0,59.17946,54.418,21.02,16303.0,2475.0
24.0,59.16183,54.5,21.118,16341.0,2766.0
24.0,58.81886,54.634,21.255,16423.0,2749.0
24.0,58.45828,54.975,21.496,16462.0,2712.0
24.0,58.81314,55.007,21.603,16086.0,2666.0
24.0,58.87366,55.19,21.802,16943.0,2702.0
24.0,57.67352,55.136,21.761,16989.0,2697.0
24.0,58.87777,54.981,21.586,17083.0,2685.0
24.0,58.88293,55.064,21.681,17184.0,2670.0
24.0,57.92429,55.836,22.457,17222.0,2640.0
24.0,57.139,56.667,23.354,17185.0,2574.0
24.0,56.29031,57.248,23.966,17177.0,2549.0
24.0,55.33312,57.915,24.687,17228.0,2521.0
24.0,54.84136,58.428,25.232,17252.0,2504.0
24.0,54.86861,58.508,25.3,17336.0,2500.0
24.0,54.90034,58.752,25.504,17355.0,2496.0
24.0,54.70406,58.945,25.692,17408.0,2483.0
24.0,54.61929,59.135,25.877,16495.0,2476.0
24.0,54.65395,59.362,26.105,16580.0,2421.0
21.67,50.13662,61.441,28.295,13761.0,2013.0
24.0,54.79016,58.861,25.633,14159.0,2456.0
24.0,52.54288,61.18,27.928,14290.0,2346.0
24.0,31.88837,81.407,48.397,16169.0,1522.0
24.0,36.96891,78.226,45.374,15825.0,1812.0
24.0,50.25268,65.003,31.954,12026.0,2421.0
24.0,50.47827,64.325,31.263,15920.0,2404.0
24.0,50.90541,64.056,30.997,16434.0,2385.0
24.0,51.06277,63.909,30.828,16531.0,2350.0
24.0,51.24939,63.743,30.664,16096.0,2344.0
24.0,51.58466,63.281,30.166,15520.0,2381.0
24.0,51.74882,63.206,30.085,14378.0,2385.0
24.0,52.01283,62.735,29.612,14230.0,2382.0
24.0,52.05561,62.614,29.493,14705.0,2378.0
24.0,52.13987,62.435,29.295,14092.0,2421.0
24.0,52.20359,62.398,29.267,14137.0,2408.0
24.0,53.34549,61.172,27.973,14702.0,2434.0
22.83,52.76585,61.496,28.349,14152.0,2392.0
24.0,51.82793,62.253,29.164,13845.0,2384.0
24.0,50.93919,63.107,30.07,14302.0,2353.0
24.0,51.94649,62.168,29.074,14353.0,2378.0
24.0,51.98529,62.203,29.098,14123.0,2370.0
22.33,44.69499,67.42,34.34,10926.0,1945.0
24.0,52.79158,60.127,27.032,13956.0,2343.0
24.0,52.84019,60.184,27.061,14042.0,2348.0
24.0,52.34248,60.778,27.832,14186.0,2329.0
24.0,51.92502,61.378,28.322,14185.0,2314.0
24.0,51.38472,61.754,28.713,11023.0,2313.0
24.0,51.19494,61.782,28.748,14706.0,2284.0
24.0,51.25849,61.709,28.7,12702.0,2282.0
24.0,51.31335,61.9,28.891,14411.0,2278.0
24.0,51.31863,61.93,28.925,14443.0,2272.0
24.0,51.32499,61.828,28.811,14463.0,2267.0
24.0,51.28368,61.584,28.558,13944.0,2263.0
24.0,51.29269,61.876,28.862,13690.0,2255.0
24.0,51.6851,61.524,28.613,13613.0,2257.0
24.0,67.6773,51.218,18.422,10882.0,2575.0
24.0,71.93079,49.499,16.643,12779.0,2607.0
24.0,73.82106,48.622,15.72,13726.0,2618.0
24.0,75.34669,47.899,15.004,13813.0,2626.0
24.0,76.92699,47.762,14.878,13874.0,2545.0
24.0,77.92248,47.341,14.441,13893.0,2553.0
24.0,78.83273,47.063,14.166,13679.0,2555.0
22.33,67.48127,52.485,19.954,11660.0,1939.0
24.0,78.43737,46.867,14.087,13545.0,2424.0
24.0,71.05453,50.588,17.687,13636.0,2270.0
24.0,51.12476,58.664,25.73,13661.0,1826.0
24.0,51.22171,58.92,25.974,13545.0,1828.0
24.0,51.3302,59.176,26.24,13523.0,1826.0
24.0,51.23524,59.327,26.391,13522.0,1823.0
24.0,51.22063,59.355,26.436,13528.0,1815.0
24.0,51.18386,59.368,26.443,13326.0,1807.0
24.0,51.19876,59.278,26.331,12933.0,1802.0
24.0,51.30265,59.322,26.388,12921.0,1802.0
24.0,51.15669,59.325,26.378,12975.0,1793.0
24.0,51.13662,59.226,26.296,13194.0,1784.0
24.0,51.13623,59.207,26.275,13476.0,1863.0
24.0,51.21449,59.239,26.295,13497.0,1865.0
24.0,51.26635,59.366,26.44,13301.0,1865.0
24.0,51.26407,59.212,26.26,13303.0,1857.0
24.0,51.2658,59.345,26.396,13287.0,1860.0
24.0,51.26175,59.165,26.229,13281.0,1857.0
24.0,51.31552,59.18,26.227,13276.0,1854.0
24.0,51.02336,59.45,26.506,13276.0,1846.0
24.0,50.9811,59.573,26.646,13241.0,1843.0
24.0,50.9903,59.541,26.608,13246.0,1840.0
24.0,51.03961,59.729,26.803,13257.0,1846.0
24.0,51.06005,59.885,26.945,13277.0,1843.0
24.0,51.09224,59.779,26.83,13274.0,1841.0
22.17,47.34201,60.153,27.314,12074.0,1572.0
24.0,50.95744,58.494,25.676,13590.0,1796.0
22.5,44.77168,61.677,29.155,12602.0,1498.0
24.0,50.91261,58.318,25.965,13761.0,1801.0
24.0,51.02319,58.562,26.194,13679.0,1813.0
24.0,51.05299,58.77,26.391,13511.0,1820.0
24.0,51.07409,58.67,26.278,13359.0,1821.0
24.0,51.18385,58.827,26.441,13235.0,1819.0
24.0,51.26246,58.564,26.172,13244.0,1820.0
24.0,51.30891,58.508,26.122,13262.0,1821.0
23.09,49.59304,59.088,26.823,12829.0,1729.0
0.0,44.72105777777778,2.275,3.456,3956.0,0.0
0.0,39.84907555555556,3.995,0.768,0.0,0.0
0.0,34.977093333333336,4.028,0.851,0.0,0.0
0.0,30.10511111111111,3.538,0.801,0.0,0.0
0.0,25.23312888888889,3.677,0.984,0.0,0.0
0.0,20.361146666666663,3.485,0.894,0.0,0.0
0.0,15.489164444444441,3.448,1.328,0.0,0.0
0.0,10.617182222222219,3.122,2.899,0.0,0.0
0.18,5.7452,102.187,82.577,0.0,0.0
23.5,30.08677,84.388,52.757,7740.0,1070.0
24.0,32.73609,84.875,52.334,8554.0,1242.0
24.0,29.39564,87.166,54.626,7858.0,1126.0
20.42,26.87418,87.013,54.641,8323.0,983.0
24.0,45.57076,70.129,37.842,11813.0,1940.0
24.0,47.71704,66.36,33.915,11849.0,2007.0
24.0,49.73757,62.995,30.396,12165.0,2081.0
24.0,50.54958,61.801,29.199,12230.0,2071.0
24.0,50.79977,61.389,28.452,12321.0,2041.0
24.0,50.80463,61.225,28.159,12441.0,2037.0
24.0,50.78386,60.926,27.848,12717.0,2016.0
24.0,50.80705,60.725,27.686,12870.0,2000.0
24.0,50.84661,60.327,27.297,12940.0,1894.0
24.0,51.32348,59.505,26.584,11752.0,1908.0
24.0,62.176,51.726,19.649,8767.0,2023.0
24.0,64.1697,50.886,18.797,9534.0,1969.0
24.0,69.08174,48.621,16.452,8338.0,2039.0
24.0,72.18922,47.273,15.064,8026.0,2055.0
24.0,70.7713,46.971,14.789,8690.0,2047.0
24.0,70.77175,46.172,14.157,10663.0,2048.0
22.5,59.78046,52.02,20.117,7663.0,1452.0
24.0,74.09559,45.008,13.159,7705.0,1870.0
21.49,64.4609,49.223,16.924,7791.0,1456.0
4.18,39.1369,56.237,24.669,6706.0,172.0
15.66,37.78182,63.85,32.299,7895.0,595.0
0.0,43.367215,33.443,26.065,9575.0,0.0
23.34,48.95261,59.071,27.27,6435.0,1828.0
24.0,54.7847,55.091,22.552,5749.0,2119.0
23.17,51.51316,55.694,23.14,11253.0,1959.0
24.0,55.77891,53.468,20.913,14270.0,2083.0
24.0,55.87806,53.227,20.712,14395.0,2049.0
24.0,56.38509,52.772,20.268,14590.0,2023.0
10.0,42.76418,57.746,26.79,8971.0,545.0
24.0,47.3724,57.541,25.309,10466.0,1549.0
24.0,56.73823,52.648,19.957,16688.0,1975.0
24.0,53.26824,55.144,22.598,17519.0,1895.0
24.0,44.6906,61.49,29.249,14319.0,1400.0
24.0,42.17164,63.387,31.323,12437.0,1146.0
24.0,52.53855,55.759,23.21,13912.0,1836.0
24.0,53.11533,55.126,22.557,12596.0,1847.0
22.0,39.64561,61.898,25.668,9606.0,876.0
24.0,52.63943,54.648,22.113,11957.0,1791.0
24.0,52.70134,54.511,21.96,12515.0,1778.0
24.0,51.59724,54.269,21.707,12517.0,1765.0
24.0,52.87949,54.108,21.532,12888.0,1759.0
24.0,53.02033,53.973,21.401,13094.0,1760.0
24.0,53.13346,53.845,21.273,13153.0,1741.0
24.0,53.18229,53.695,21.125,13172.0,1733.0
24.0,53.28909,53.473,20.9,13176.0,1727.0
24.0,53.33351,53.639,21.065,13198.0,1716.0
24.0,53.42378,53.375,20.776,12260.0,1707.0
24.0,53.55826,52.905,20.317,11234.0,1695.0
24.0,53.77784,52.621,20.036,10603.0,1685.0
24.0,53.84304,52.482,19.904,14393.0,1680.0
24.0,53.91463,52.354,19.982,14448.0,1662.0
24.0,53.91596,52.364,19.827,14096.0,1665.0
24.0,53.95526,52.407,19.817,13064.0,1665.0
24.0,53.5223,52.768,20.201,12697.0,1647.0
24.0,52.48133,53.696,21.233,12779.0,1620.0
24.0,52.32407,53.84,21.384,12847.0,1611.0
24.0,52.27818,53.58,21.15,12865.0,1612.0
24.0,52.19111,53.823,21.514,12884.0,1604.0
24.0,52.50018,53.554,21.173,10790.0,1606.0
25.0,53.11876,52.642,20.099,7220.0,1678.0
24.0,53.18981,52.115,19.606,6858.0,1597.0
24.0,53.30525,52.116,19.579,14009.0,1582.0
24.0,53.30298,51.734,19.19,14419.0,1577.0
24.0,53.34418,51.651,19.119,6931.0,1570.0
24.0,53.21675,51.513,19.016,10942.0,1547.0
24.0,53.17567,51.359,18.857,14721.0,1540.0
24.0,53.43306,51.34,18.862,14982.0,1534.0
20.75,50.10099,52.339,20.027,12519.0,1283.0
24.0,55.84636,48.225,16.213,14096.0,1592.0
24.0,54.01701,49.93,17.859,14166.0,1495.0
24.0,53.2252,51.26,18.718,14463.0,1543.0
24.0,53.23306,51.213,18.434,8984.0,1533.0
24.0,53.24797,51.046,18.28,8285.0,1529.0
24.0,53.22245,50.987,17.91,8459.0,1508.0
3.16,44.68114,53.921,20.522,4831.0,156.0
20.34,48.93088,49.882,17.191,8167.0,1074.0
22.08,48.81379,52.316,19.617,7506.0,1239.0
24.0,51.17313,51.175,18.522,8159.0,1475.0
24.0,51.23891,51.063,18.413,8291.0,1538.0
24.0,52.28503,50.739,18.141,8306.0,1531.0
24.0,52.10602,49.791,17.308,8285.0,1543.0
24.0,53.03917,48.833,16.331,9063.0,1596.0
24.0,54.26448,48.607,16.102,16110.0,1612.0
24.0,54.34793,48.832,16.305,16698.0,1614.0
24.0,54.34033,49.166,16.62,16684.0,1610.0
24.0,54.33144,49.512,16.944,16624.0,1613.0
24.0,54.24016,49.953,17.39,16527.0,1612.0
24.0,54.15442,50.19,17.629,16333.0,1614.0
24.0,53.03458,51.173,18.648,16120.0,1586.0
24.0,52.98703,51.343,18.791,14364.0,1626.0
24.0,52.49132,51.725,19.195,12634.0,1610.0
24.0,52.08495,51.984,19.411,13461.0,1590.0
24.0,52.04647,52.232,19.648,13360.0,1586.0
24.0,52.12508,52.136,19.501,12777.0,1579.0
24.0,51.26091,52.622,19.983,12625.0,1551.0
24.0,50.91861,52.818,20.16,12547.0,1491.0
24.0,50.9449,52.82,20.165,12494.0,1474.0
24.0,50.92559,52.855,20.147,11100.0,1472.0
22.33,48.28611,52.248,19.374,6916.0,1201.0
24.0,52.08388,51.315,18.683,10739.0,1471.0
24.0,52.0692,51.349,18.718,13267.0,1471.0
24.0,52.09,51.297,18.663,13315.0,1477.0
24.0,50.9833,51.372,18.752,13341.0,1467.0
24.0,52.21078,51.565,18.951,13378.0,1483.0
