ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,Total_Injection_VOL,BORE_OIL_VOL
24.0,51.13153,52.309,19.703,13307.0,1454.0
24.0,50.42834,52.871,20.208,12999.0,1445.0
24.0,50.39614,52.879,20.21,12231.0,1441.0
24.0,50.45304,53.097,20.451,12186.0,1442.0
24.0,50.46053,53.01,20.36,12312.0,1435.0
24.0,50.48195,52.917,20.249,12348.0,1440.0
24.0,50.63498,52.794,20.134,12428.0,1451.0
24.0,50.67304,52.797,20.157,12440.0,1457.0
24.0,51.47146,52.21,19.541,12530.0,1494.0
24.0,50.98222,52.602,19.939,12555.0,1479.0
24.0,50.68312,52.801,20.203,12586.0,1465.0
24.0,50.44452,52.982,20.358,12490.0,1455.0
24.0,50.3898,53.174,20.542,12429.0,1448.0
23.0,45.53653,54.894,21.99,10457.0,1174.0
24.0,48.68852,52.414,19.876,8868.0,1365.0
24.0,50.17907,51.85,19.25,13567.0,1433.0
24.0,49.68595,52.273,19.7,14113.0,1417.0
24.0,49.19399,52.799,20.21,12138.0,1401.0
24.0,49.19051,52.821,20.209,12333.0,1445.0
23.5,49.23932,53.032,20.422,12807.0,1468.0
24.0,49.67936,53.672,21.107,12846.0,1496.0
24.0,49.38859,53.895,21.329,12408.0,1490.0
24.0,49.41672,53.608,21.002,12117.0,1489.0
24.0,49.39142,53.705,21.116,12121.0,1494.0
24.0,49.41527,53.786,21.195,12104.0,1494.0
24.0,49.47381,53.575,20.987,12333.0,1494.0
24.0,49.1848,54.2,21.638,12170.0,1471.0
24.0,49.01127,54.028,21.469,11025.0,1459.0
24.0,49.0013,53.984,21.423,13210.0,1486.0
24.0,51.49983,52.313,19.632,12798.0,1535.0
24.0,51.46388,52.376,19.694,13096.0,1510.0
24.0,51.51943,52.569,19.897,12592.0,1508.0
24.0,51.59978,52.679,19.991,12475.0,1507.0
24.0,51.60089,52.477,19.793,12487.0,1442.0
24.0,51.58359,52.22,19.536,12465.0,1435.0
24.0,51.61103,52.158,19.493,12148.0,1430.0
24.0,51.1411,52.445,19.797,11979.0,1403.0
24.0,50.85808,52.589,19.952,12049.0,1416.0
24.0,49.77899,52.585,19.96,11939.0,1400.0
24.0,50.84473,52.571,19.943,12048.0,1391.0
24.0,50.86172,52.478,19.845,12058.0,1393.0
24.0,50.81063,52.446,19.787,12020.0,1377.0
24.0,50.7695,52.35,19.704,12014.0,1379.0
24.0,50.85785,52.302,19.654,11999.0,1376.0
24.0,50.81413,52.401,19.761,12018.0,1379.0
24.0,50.82642,52.273,19.634,12255.0,1400.0
24.0,50.88162,52.516,19.875,11022.0,1400.0
24.0,50.8821,52.471,19.836,11050.0,1380.0
14.78,48.95885,53.196,20.59,12306.0,806.0
14.06,49.06867,45.267,13.766,5231.0,530.0
22.67,54.63644,47.001,14.202,8780.0,1235.0
24.0,55.65661,46.959,14.653,8055.0,1411.0
24.0,54.45897,47.619,15.357,8912.0,1382.0
24.0,54.57079,47.809,15.486,1998.0,1387.0
24.0,53.96256,47.721,15.339,8905.0,1408.0
24.0,54.89679,46.487,13.954,9091.0,1417.0
24.0,55.72854,45.883,13.377,8960.0,1410.0
20.5,55.05146,45.377,13.146,6255.0,1033.0
8.0,50.5428,46.03,13.816,2603.0,445.0
21.25,42.63831,49.749,17.427,7592.0,836.0
24.0,56.2044,45.782,13.426,9811.0,1425.0
24.0,55.87012,45.947,13.577,15226.0,1292.0
24.0,55.29905,46.526,14.213,15920.0,1279.0
24.0,53.99706,47.364,15.086,15960.0,1262.0
24.0,53.99626,47.54,15.254,14940.0,1263.0
24.0,53.99647,47.672,15.391,16059.0,1263.0
24.0,53.32096,48.207,15.886,16093.0,1190.0
24.0,52.39727,48.967,16.692,16162.0,1178.0
24.0,52.15061,49.305,17.001,15197.0,1167.0
24.0,51.21407,50.076,17.775,12739.0,1151.0
24.0,50.84546,50.072,17.666,12717.0,1136.0
24.0,50.81435,49.885,17.44,12646.0,1130.0
24.0,50.53195,50.057,17.636,12698.0,1123.0
24.0,50.57687,49.806,17.384,12655.0,1128.0
24.0,49.7682,50.84,18.489,12188.0,1108.0
24.0,49.43355,51.103,18.719,11972.0,1096.0
24.0,50.07241,50.141,17.714,12031.0,1111.0
24.0,49.90547,50.75,18.338,11744.0,1100.0
24.0,49.84647,50.848,18.453,10001.0,1099.0
24.0,49.8736,51.039,18.655,11887.0,1094.0
24.0,49.82022,51.004,18.595,11348.0,1086.0
24.0,49.79153,50.752,18.317,11608.0,1085.0
24.0,49.9,50.11,17.633,12050.0,1094.0
24.0,49.1369,49.647,17.162,11983.0,1155.0
24.0,57.75394,45.928,13.311,11912.0,1273.0
24.0,59.57717,44.82,12.14,12264.0,1318.0
24.0,59.57874,44.641,11.966,12536.0,1320.0
24.0,60.79844,44.822,12.165,12627.0,1339.0
24.0,60.78648,44.848,12.213,12601.0,1336.0
10.83,58.0,46.408,13.763,5745.0,512.0
24.0,62.36426,42.85,10.281,12486.0,1307.0
24.0,66.7081,42.178,9.533,12489.0,1367.0
24.0,66.98701,42.704,10.052,10954.0,1378.0
24.0,67.75997,42.745,10.075,13590.0,1402.0
24.0,67.91572,42.505,9.824,11899.0,1310.0
24.0,65.74616,42.709,10.06,13123.0,1272.0
24.0,65.23793,42.418,9.76,12246.0,1269.0
24.0,65.48341,42.26,9.48,13334.0,1270.0
24.0,65.43785,42.308,9.614,12628.0,1273.0
23.0,65.42712,42.402,9.702,11270.0,1222.0
24.0,67.94794,42.224,9.515,13033.0,1274.0
24.0,67.98762,42.557,9.844,11861.0,1269.0
24.0,67.85715,42.776,10.08,11843.0,1257.0
24.0,64.95936,40.974,9.69,11521.0,1272.0
24.0,67.92703,42.767,10.09,12117.0,1259.0
24.0,67.91789,42.865,10.193,12238.0,1252.0
24.0,67.93069,42.829,10.161,12242.0,1248.0
24.0,67.99881,42.892,10.204,12238.0,1246.0
23.0,60.78244,44.176,11.529,11235.0,1143.0
24.0,68.57195,41.812,9.152,11181.0,1242.0
24.0,69.69905,41.435,8.772,12223.0,1260.0
24.0,69.93202,41.334,8.625,15690.0,1260.0
24.0,69.92284,41.372,8.689,10057.0,1254.0
24.0,69.88659,41.736,9.055,13090.0,1251.0
24.0,69.99482,41.633,8.93,11653.0,1256.0
24.0,70.03201,41.41,8.711,13652.0,1257.0
22.92,63.69109,42.897,10.823,11668.0,1106.0
24.0,77.21604,40.589,8.165,12344.0,1270.0
24.0,83.02098,40.02,7.549,12563.0,1294.0
24.0,84.85143,39.866,7.364,12579.0,1301.0
24.0,84.92979,39.896,7.392,12596.0,1303.0
24.0,84.93,39.9,7.4,12425.0,1296.0
24.0,84.93,39.9,7.4,12386.0,1293.0
24.0,84.9,39.7,7.2,12370.0,1293.0
24.0,84.9,39.7,7.2,9948.0,1290.0
24.0,84.9,39.7,7.2,12486.0,1288.0
24.0,84.9,39.7,7.2,12878.0,1286.0
24.0,84.9,39.7,7.2,12957.0,1286.0
24.0,84.9,39.7,7.2,12744.0,1283.0
24.0,85.10058,39.7,7.191,12472.0,1280.0
24.0,85.15509,39.716,7.209,12512.0,1281.0
24.0,85.12773,39.867,7.387,12381.0,1248.0
24.0,85.12106,40.088,7.623,12293.0,1247.0
24.0,85.18885,39.721,7.236,12209.0,1245.0
24.0,85.15643,39.71,7.224,12270.0,1244.0
24.0,85.08415,39.855,7.387,12359.0,1242.0
24.0,85.15417,39.692,7.192,12465.0,1238.0
24.0,85.192,39.664,7.172,12506.0,1240.0
24.0,85.09803,39.705,7.219,12362.0,1235.0
24.0,85.07655,39.932,7.465,12189.0,1232.0
24.0,85.09205,40.088,7.615,12266.0,1232.0
24.0,85.09777,40.188,7.74,12392.0,1233.0
24.0,85.03229,40.028,7.573,12416.0,1226.0
24.0,85.04774,39.957,7.513,12456.0,1225.0
18.04,83.15643,40.303,7.81,10617.0,961.0
24.0,85.43563,39.49,7.061,12963.0,1123.0
24.0,86.32394,39.424,6.958,12499.0,1206.0
24.0,86.31287,39.504,7.014,12330.0,1209.0
24.0,86.30069,39.499,7.014,12446.0,1214.0
24.0,86.26375,39.612,7.134,12271.0,1214.0
24.0,86.31611,39.599,7.1,12403.0,1213.0
24.0,86.29319,40.0,7.508,12384.0,1202.0
22.0,70.69235,42.93,10.688,11126.0,920.0
24.0,92.54015,38.741,6.29,12308.0,1158.0
24.0,95.76452,38.725,6.244,10288.0,1206.0
24.0,95.73104,38.759,6.248,10685.0,1204.0
24.0,95.80195,38.831,6.328,14618.0,1227.0
24.0,95.81845,38.682,6.179,12595.0,1237.0
24.0,95.91587,38.58,6.07,12374.0,1239.0
24.0,95.92046,38.795,6.286,12483.0,1232.0
24.0,96.03925,38.506,5.978,12505.0,1230.0
24.0,96.10632,38.826,6.286,12543.0,1229.0
24.0,91.69211,39.448,6.946,12276.0,1215.0
24.0,90.00148,39.537,7.042,12114.0,1210.0
24.0,90.1251,39.338,6.838,12101.0,1208.0
24.0,88.21506,39.758,7.286,12154.0,1207.0
19.59,77.82299,40.604,9.141,11060.0,877.0
24.0,85.00999,37.693,5.577,12312.0,1098.0
24.0,89.90855,37.029,5.574,12403.0,1144.0
24.0,89.92147,37.136,5.633,12415.0,1152.0
24.0,88.07468,37.212,5.71,12374.0,1134.0
24.0,89.9259,37.502,5.591,12336.0,1134.0
24.0,89.94678,38.294,5.841,12167.0,1130.0
24.0,89.95908,38.292,5.847,12157.0,1134.0
24.0,89.93659,38.135,5.669,12152.0,1135.0
24.0,89.91496,38.025,5.74,12028.0,1136.0
24.0,89.93971,38.112,5.693,11997.0,1142.0
24.0,89.95048,38.473,6.014,12006.0,1145.0
24.0,89.9385,38.184,5.69,12006.0,1145.0
24.0,89.95133,38.248,5.798,12093.0,1143.0
24.0,89.9616,38.887,5.769,12088.0,1107.0
24.0,89.93697,38.41,5.539,11963.0,1119.0
24.0,89.94488,38.21,5.752,12396.0,1144.0
24.0,89.92158,38.082,5.575,12274.0,1144.0
11.68,84.79983,39.058,6.587,5665.0,656.0
0.0,82.69239,87.828,87.73,0.0,0.0
0.0,80.58494999999999,87.825,87.727,0.0,0.0
24.0,78.47751,39.159,7.994,10699.0,910.0
7.68,92.13047,36.392,4.941,4013.0,398.0
8.8,66.41891,38.718,6.819,3396.0,263.0
8.84,92.41013,37.176,5.637,4664.0,472.0
0.0,85.12017,88.317,88.317,0.0,0.0
4.24,77.83021,37.569,5.304,2980.0,188.0
16.18,91.71238,37.531,5.658,8289.0,922.0
0.0,89.95832999999999,90.005,66.689,397.0,0.0
23.0,88.20428,37.314,6.041,10331.0,787.0
18.01,88.14141,38.142,6.508,9351.0,1080.0
0.0,66.63583333333332,94.209,94.195,0.0,0.0
0.0,45.13025666666666,94.104,94.091,0.0,0.0
3.08,23.62468,61.835,36.874,739.0,109.0
11.18,75.81036,39.429,7.936,5658.0,547.0
0.0,76.56311666666667,91.093,71.754,0.0,0.0
0.0,77.31587333333333,93.943,76.051,0.0,0.0
21.0,78.06863,39.149,7.522,11090.0,1207.0
24.0,66.65214,41.457,9.899,13142.0,1347.0
6.84,61.27352,43.694,12.222,3657.0,402.0
0.0,65.17060666666667,95.851,74.193,0.0,0.0
0.0,69.06769333333334,95.556,75.237,0.0,0.0
17.4,72.96478,39.666,8.102,8219.0,924.0
20.68,64.64253,41.952,10.436,10730.0,1197.0
0.0,64.500925,95.244,72.224,0.0,0.0
4.33,64.35932,40.226,8.787,3270.0,231.0
24.0,65.8401,41.483,9.949,12698.0,1364.0
2.01,45.73178,47.505,16.199,937.0,114.0
0.0,49.161344,95.311,95.311,0.0,0.0
0.0,52.590908,95.527,95.527,0.0,0.0
0.0,56.020472000000005,96.618,96.618,0.0,0.0
0.0,59.450036000000004,99.563,99.563,0.0,0.0
6.99,62.8796,40.808,9.305,2494.0,383.0
24.0,66.53868,41.606,10.143,12667.0,1456.0
22.33,65.89458,42.226,10.791,13209.0,1290.0
24.0,74.62771,40.728,8.968,14240.0,1497.0
24.0,75.96469,40.29,8.571,13669.0,1472.0
24.0,76.32283,40.017,8.367,11462.0,1450.0
24.0,87.5507,38.738,7.056,13013.0,1490.0
24.0,94.82651,38.184,6.519,13091.0,1485.0
24.0,94.81149,38.063,6.424,12665.0,1464.0
24.0,94.85547,38.169,6.565,12489.0,1439.0
24.0,94.88362,38.045,6.438,12470.0,1419.0
24.0,98.08697,37.546,5.906,12297.0,1406.0
24.0,99.82332,37.585,5.993,12140.0,1384.0
24.0,99.85022,37.273,5.871,12157.0,1364.0
24.0,99.84315,37.074,5.758,12219.0,1354.0
24.0,99.87968,37.049,5.746,12146.0,1346.0
24.0,99.91859,37.349,6.075,12221.0,1333.0
24.0,99.91125,37.252,5.967,12266.0,1321.0
24.0,99.92399,36.982,5.71,12301.0,1311.0
24.0,99.92227,36.946,5.67,12346.0,1305.0
24.0,99.89973,37.192,5.925,12038.0,1286.0
23.16,95.29138,37.575,6.365,11693.0,1216.0
23.01,71.7809,40.324,8.949,10752.0,941.0
24.0,85.80747,37.048,5.906,11972.0,1199.0
24.0,85.88355,37.478,6.277,11884.0,1205.0
24.0,83.02473,37.472,6.273,11893.0,1197.0
24.0,79.68205,37.639,6.451,11750.0,1186.0
24.0,79.70419,37.64,6.468,11428.0,1181.0
24.0,79.05914,37.704,6.513,11735.0,1173.0
24.0,76.30572,38.369,7.221,11945.0,1154.0
24.0,76.18076,38.273,7.136,12030.0,1151.0
24.0,76.15487,38.063,6.89,11988.0,1150.0
24.0,76.16271,38.217,7.06,12002.0,1147.0
24.0,76.19121,38.366,7.18,12078.0,1143.0
24.0,73.73378,38.264,7.101,12100.0,1143.0
24.0,71.54419,38.446,7.313,12168.0,1126.0
24.0,70.20736,38.681,7.563,12129.0,1115.0
24.0,70.24544,38.821,7.705,12154.0,1108.0
24.0,70.2616,39.122,8.027,12157.0,1104.0
24.0,70.2637,39.138,8.022,12036.0,1105.0
11.0,66.39201,38.124,7.212,10447.0,337.0
24.0,80.86117,36.415,5.331,9038.0,1065.0
24.0,82.02015,36.571,5.506,12128.0,1086.0
24.0,82.05558,36.648,5.594,10318.0,966.0
24.0,80.77623,37.154,6.132,10976.0,955.0
24.0,80.30645,37.19,6.195,13969.0,957.0
24.0,80.30645,37.19,6.195,14311.0,962.0
24.0,79.68463,37.385,6.292,14397.0,955.0
24.0,79.08963,37.507,6.401,13356.0,934.0
24.0,76.50591,37.542,6.42,12531.0,904.0
24.0,72.44141,38.057,6.957,12083.0,886.0
24.0,69.06533,38.811,7.774,11964.0,873.0
24.0,68.30723,38.983,7.952,12039.0,869.0
24.0,68.15848,38.919,7.879,12091.0,868.0
24.0,68.12665,39.001,7.972,12113.0,866.0
24.0,68.10801,39.027,7.988,12126.0,973.0
24.0,65.18425,38.155,7.134,12134.0,955.0
24.0,68.13614,38.991,7.973,10064.0,969.0
24.0,68.12498,38.776,7.741,12373.0,965.0
24.0,69.29806,38.471,7.415,12567.0,970.0
24.0,70.03838,38.602,7.529,12656.0,975.0
24.0,70.04253,38.684,7.621,12385.0,971.0
24.0,70.04737,38.715,7.63,12381.0,969.0
24.0,70.06884,38.43,7.364,12364.0,967.0
12.99,35.88393,40.498,9.38,6125.0,441.0
13.0,47.88823,33.976,7.683,5403.0,352.0
24.0,99.82668,33.888,5.01,12148.0,938.0
24.0,95.92952,34.338,5.213,12191.0,967.0
24.0,74.72228,36.975,5.849,12136.0,943.0
24.0,77.74131,36.773,5.609,12085.0,959.0
24.0,77.76815,36.96,5.824,12047.0,968.0
20.0,57.59778,37.341,6.537,9146.0,654.0
15.67,50.52238,37.702,6.781,7895.0,608.0
0.0,1.26208,85.583,85.583,0.0,0.0
0.0,1.31622,85.314,85.314,0.0,0.0
0.0,1.15711,86.834,86.834,0.0,0.0
0.0,1.14383,85.901,85.901,0.0,0.0
0.0,1.15283,90.874,90.874,0.0,0.0
0.0,1.12524,97.039,97.039,0.0,0.0
0.0,1.18688,122.146,122.146,0.0,0.0
0.0,1.19326,124.123,124.123,0.0,0.0
0.0,1.19326,124.123,124.123,0.0,0.0
0.0,1.19326,124.123,124.123,0.0,0.0
0.0,1.1743,121.324,121.324,0.0,0.0
0.0,1.13963,110.606,110.571,0.0,0.0
0.0,1.68076,72.093,50.627,0.0,0.0
0.0,1.26956,113.852,93.456,0.0,0.0
0.0,1.32735,117.649,92.014,0.0,0.0
0.0,1.32425,116.206,97.27,0.0,0.0
6.5,16.50907,63.744,25.016,3859.0,223.0
24.0,99.57185,34.959,3.86,10560.0,1147.0
24.0,85.26438,36.793,5.889,12256.0,1174.0
24.0,75.75713,37.893,6.952,12049.0,1176.0
24.0,72.90573,38.419,7.474,12075.0,1187.0
24.0,72.16137,38.587,7.673,12097.0,1209.0
11.64,34.91368,39.446,8.587,5885.0,595.0
14.03,41.30791,38.445,7.073,6879.0,535.0
24.0,83.80292,37.263,5.672,12094.0,1220.0
24.0,83.7991,37.364,5.694,12189.0,1219.0
24.0,80.40493,37.713,6.055,12234.0,1205.0
24.0,79.13834,38.008,6.342,12273.0,1183.0
24.0,79.14069,38.099,6.466,12252.0,1176.0
24.0,78.5745,38.151,6.478,12119.0,1164.0
24.0,78.32404,38.044,6.377,12179.0,1151.0
24.0,78.35896,38.107,6.484,12226.0,1139.0
24.0,78.24478,38.194,6.565,12259.0,1128.0
24.0,78.22515,38.098,6.481,12298.0,1116.0
24.0,78.21378,38.081,6.443,12310.0,1103.0
23.48,73.99738,38.575,6.957,11905.0,1050.0
19.69,63.20914,35.96,4.445,10772.0,688.0
20.97,58.16547,39.694,8.013,9324.0,780.0
14.36,47.62322,37.613,6.071,8263.0,551.0
4.56,14.41105,40.254,8.746,2252.0,68.0
19.0,55.27176,39.31,7.566,9161.0,761.0
14.31,44.1499,39.035,7.416,7151.0,602.0
0.0,15.447,75.692,67.426,2858.0,0.0
24.0,71.67941,38.674,7.263,12124.0,1143.0
24.0,59.18717,41.849,10.482,12547.0,1055.0
4.31,10.08241,46.144,14.026,2199.0,0.0
24.0,68.16943,38.431,6.934,11968.0,1096.0
24.0,58.55391,41.504,9.922,11921.0,1057.0
21.14,54.91275,40.915,9.34,10456.0,972.0
16.73,42.67975,40.769,9.581,7528.0,607.0
24.0,65.86919,39.736,8.117,12123.0,1119.0
24.0,64.65432,40.037,8.393,12185.0,1101.0
24.0,62.80017,40.247,8.655,12215.0,1076.0
24.0,64.13972,40.234,8.63,12232.0,1077.0
24.0,64.17091,40.148,8.536,12229.0,1070.0
17.98,48.50019,40.437,8.874,9095.0,780.0
0.0,0.32705,79.995,62.299,57.0,0.0
17.0,49.95638,38.688,8.315,8557.0,560.0
10.48,35.85325,38.002,6.812,5368.0,484.0
0.0,5.28331,81.38,55.573,896.0,0.0
24.0,68.99412,38.02,6.78,11687.0,1047.0
24.0,70.01692,38.996,7.69,11747.0,1084.0
24.0,69.31293,39.231,7.907,11816.0,1073.0
23.39,65.71291,40.009,8.726,11491.0,1019.0
2.75,5.33512,60.5,29.472,1324.0,76.0
24.0,71.03925,37.464,6.003,10852.0,1183.0
24.0,67.15653,39.592,8.022,12756.0,1176.0
24.0,61.30555,41.184,9.575,11896.0,1104.0
24.0,62.39624,40.951,9.33,11698.0,1128.0
24.0,62.8485,40.702,9.056,10603.0,1145.0
24.0,62.89471,40.555,8.914,12808.0,1134.0
13.18,34.16807,41.541,9.984,6226.0,492.0
18.0,45.18639,39.582,7.098,9104.0,503.0
24.0,66.81039,39.644,7.095,11214.0,1100.0
24.0,67.219,39.929,7.383,14044.0,1096.0
16.34,45.71292,40.932,8.481,8143.0,684.0
14.0,39.60947,49.211,4.409,8145.0,432.0
24.0,80.59201,37.544,6.838,11838.0,1088.0
24.0,99.80074,35.696,6.1,8967.0,1248.0
24.0,99.94769,35.909,6.301,5657.0,1161.0
24.0,100.0,36.082,6.187,5772.0,1377.0
24.0,100.0,35.531,6.11,9049.0,1192.0
24.0,100.0,35.138,6.111,9744.0,1028.0
24.0,100.0,35.163,6.135,11697.0,1014.0
24.0,100.0,35.484,6.299,11954.0,992.0
24.0,100.0,35.814,5.69,10685.0,971.0
24.0,100.0,36.134,5.157,9761.0,972.0
24.0,100.0,36.512,5.56,9936.0,1028.0
24.0,100.0,35.953,6.046,9954.0,1028.0
16.76,73.70813,35.749,6.751,8001.0,683.0
24.0,100.0,39.398,10.408,12632.0,798.0
24.0,99.80149,34.856,5.74,12341.0,950.0
24.0,99.84113,34.53,5.523,9624.0,958.0
24.0,99.98683,34.692,5.657,9661.0,972.0
24.0,100.0,34.699,5.666,9688.0,949.0
24.0,100.0,34.757,5.72,9699.0,944.0
24.0,100.0,34.708,5.668,10127.0,944.0
24.0,100.0,34.846,5.748,9951.0,937.0
24.0,100.0,34.878,5.812,9793.0,929.0
24.0,100.0,34.783,5.732,9701.0,919.0
24.0,100.0,34.965,5.923,9741.0,926.0
24.0,100.0,34.786,5.716,9716.0,921.0
24.0,100.0,34.957,5.821,9710.0,924.0
24.0,100.0,34.817,5.679,9716.0,919.0
24.0,100.0,34.672,5.54,9737.0,916.0
24.0,100.0,34.604,5.473,9768.0,914.0
24.0,100.0,34.821,5.707,9639.0,912.0
24.0,100.0,34.868,5.739,9741.0,909.0
24.0,100.0,34.686,5.561,9758.0,907.0
24.0,100.0,34.623,5.505,9780.0,904.0
24.0,100.0,35.018,5.409,9764.0,897.0
24.0,100.0,34.777,5.587,9787.0,896.0
24.0,100.0,34.966,5.875,9790.0,892.0
24.0,100.0,34.89,5.787,9814.0,887.0
24.0,100.0,34.652,5.539,9836.0,882.0
24.0,100.0,34.889,5.785,9848.0,877.0
24.0,100.0,34.784,5.657,9870.0,877.0
24.0,100.0,34.779,5.659,9893.0,873.0
24.0,99.9876,34.885,5.772,9900.0,872.0
24.0,99.86995,34.455,5.448,9897.0,871.0
24.0,100.0,34.477,5.377,9918.0,866.0
24.0,100.0,34.469,5.369,9916.0,866.0
22.0,83.38775,34.412,5.716,8536.0,736.0
24.0,99.77785,34.304,5.489,9142.0,855.0
23.42,90.45072,36.62,7.731,9074.0,760.0
24.0,99.85289,34.422,5.582,10755.0,842.0
24.0,99.96306,34.41,5.536,10017.0,850.0
24.0,97.91464,34.379,5.51,10025.0,850.0
24.0,100.0,34.64,5.78,7957.0,855.0
24.0,100.0,34.638,5.782,10069.0,856.0
24.0,100.0,34.596,5.747,10137.0,855.0
24.0,100.0,34.46,5.614,10164.0,855.0
24.0,99.84342,34.804,5.401,9813.0,806.0
24.0,90.30597,36.052,5.362,8944.0,968.0
23.0,87.2933,36.492,5.626,7859.0,807.0
24.0,89.16941,36.457,5.429,7361.0,855.0
24.0,92.28502,35.862,5.467,7651.0,938.0
24.0,100.0,34.514,5.637,10161.0,880.0
24.0,99.94437,34.493,5.614,8181.0,871.0
24.0,100.0,34.466,5.591,10040.0,845.0
24.0,100.0,34.499,5.627,9939.0,839.0
24.0,100.0,34.457,5.582,9982.0,834.0
24.0,100.0,34.427,5.541,10032.0,829.0
24.0,100.0,34.55,5.678,10033.0,837.0
24.0,100.0,34.595,5.454,10189.0,834.0
24.0,100.0,34.545,5.678,10293.0,833.0
24.0,100.0,34.36,5.488,10202.0,830.0
24.0,100.0,34.37,5.492,10177.0,827.0
24.0,100.0,34.71,5.844,10201.0,820.0
24.0,100.0,34.619,5.732,10115.0,818.0
24.0,100.0,34.527,5.628,10096.0,831.0
24.0,100.0,34.278,5.379,10099.0,831.0
24.0,100.0,34.301,5.413,10105.0,826.0
24.0,100.0,34.43,5.557,10117.0,836.0
24.0,100.0,34.312,5.438,10115.0,832.0
24.0,100.0,34.351,5.484,10123.0,827.0
24.0,100.0,34.35,5.485,10119.0,825.0
24.0,100.0,34.672,5.817,10118.0,822.0
24.0,100.0,34.506,5.638,10600.0,812.0
24.0,100.0,34.628,5.766,9088.0,811.0
24.0,100.0,34.777,5.923,10739.0,809.0
24.0,100.0,34.572,5.71,7613.0,821.0
24.0,100.0,34.528,5.665,10801.0,821.0
24.0,100.0,34.507,5.64,10817.0,816.0
24.0,100.0,34.431,5.559,10843.0,814.0
24.0,100.0,34.469,5.602,8024.0,814.0
24.0,100.0,34.348,5.476,10815.0,811.0
24.0,100.0,34.195,5.326,10850.0,806.0
14.29,61.46928,34.318,6.176,9189.0,414.0
24.0,98.32028,33.116,4.196,8040.0,707.0
24.0,97.73337,33.535,4.593,10740.0,739.0
24.0,99.91721,33.49,4.527,10786.0,752.0
24.0,100.0,33.605,4.616,10637.0,755.0
24.0,100.0,33.671,4.662,9041.0,751.0
24.0,100.0,33.731,4.935,7588.0,756.0
24.0,100.0,33.82,4.805,9017.0,758.0
24.0,100.0,33.83,4.821,10842.0,760.0
24.0,100.0,33.966,4.964,10791.0,716.0
24.0,100.0,34.235,5.237,7973.0,722.0
24.0,100.0,33.846,4.79,8914.0,722.0
24.0,100.0,33.962,4.89,10833.0,720.0
24.0,100.0,33.831,4.761,8941.0,719.0
24.0,100.0,33.923,4.774,10461.0,728.0
24.0,100.0,34.232,5.176,10475.0,728.0
24.0,100.0,34.175,5.097,10896.0,728.0
24.0,100.0,33.819,4.74,10883.0,726.0
24.0,100.0,33.945,4.869,10919.0,724.0
24.0,100.0,33.927,4.847,10924.0,726.0
24.0,100.0,33.901,4.813,10183.0,726.0
24.0,100.0,33.923,4.838,8732.0,727.0
24.0,100.0,34.047,4.972,8842.0,746.0
24.0,100.0,33.95,4.872,10891.0,746.0
17.69,76.29265,35.036,6.545,8154.0,466.0
24.0,99.84263,33.677,4.857,10775.0,692.0
24.0,99.9664,33.876,5.109,8460.0,711.0
24.0,100.0,33.912,5.121,8262.0,716.0
24.0,100.0,33.693,4.866,10899.0,723.0
24.0,100.0,33.729,4.887,10963.0,730.0
24.0,100.0,33.765,4.922,10966.0,736.0
24.0,100.0,33.85,5.004,7948.0,739.0
24.0,100.0,33.865,5.018,10936.0,735.0
24.0,100.0,33.871,5.022,10957.0,735.0
24.0,100.0,33.947,5.101,8221.0,735.0
24.0,100.0,33.945,5.098,9247.0,734.0
24.0,100.0,33.913,5.071,10940.0,730.0
24.0,100.0,33.93,5.084,10969.0,729.0
24.0,100.0,33.992,5.034,10464.0,727.0
24.0,100.0,34.354,5.514,7882.0,730.0
24.0,100.0,34.428,5.599,10406.0,746.0
24.0,100.0,34.224,5.386,10936.0,744.0
24.0,100.0,34.071,5.221,10969.0,743.0
24.0,100.0,33.937,5.065,9044.0,746.0
24.0,100.0,34.01,5.038,8917.0,736.0
24.0,100.0,33.951,5.094,10973.0,742.0
23.33,100.0,35.692,6.855,9794.0,632.0
24.0,99.97911,33.552,4.693,11149.0,715.0
24.0,100.0,33.865,4.996,8929.0,724.0
24.0,100.0,33.811,4.917,7154.0,730.0
24.0,100.0,33.759,4.863,11040.0,732.0
24.0,100.0,33.785,4.895,10952.0,731.0
24.0,100.0,33.989,5.108,10986.0,732.0
16.0,56.59742,48.992,7.775,6854.0,376.0
24.0,99.71172,32.851,3.876,9525.0,640.0
24.0,100.0,33.432,4.426,8353.0,672.0
24.0,100.0,33.577,4.552,8340.0,685.0
24.0,100.0,33.581,4.534,8238.0,690.0
24.0,100.0,33.292,4.248,9265.0,693.0
24.0,100.0,33.314,4.273,10772.0,693.0
24.0,100.0,33.34,4.292,10798.0,646.0
24.0,100.0,33.591,4.544,10825.0,649.0
24.0,100.0,33.926,4.878,10883.0,652.0
24.0,100.0,33.947,4.891,9112.0,652.0
24.0,100.0,33.877,4.815,8557.0,657.0
24.0,100.0,33.568,4.507,10600.0,671.0
24.0,100.0,33.689,4.65,10893.0,671.0
24.0,100.0,33.807,4.77,10912.0,670.0
24.0,100.0,33.836,4.801,8713.0,671.0
24.0,100.0,33.645,4.594,8753.0,670.0
24.0,100.0,33.547,4.474,8808.0,672.0
24.0,100.0,33.665,4.601,10104.0,671.0
